model,task_id,layout,arm,metric,count,n,rate,low,high
foundry/gpt-5.6-terra,read-known-value,cards,gap-8,delimitation_error,8,10,0.8,0.49016247153664183,0.9433178485456247
foundry/gpt-5.6-terra,read-known-value,cards,gap-8,content_exact,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.6-terra,read-known-value,cards,gap-8,exact_match,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.6-terra,read-known-value,cards,gap-8,no_answer,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.6-terra,read-known-value,cards,gap-8,target_token_in_candidate,8,10,0.8,0.49016247153664183,0.9433178485456247
foundry/gpt-5.6-terra,read-known-value,cards,gap-8,marker_in_candidate,6,10,0.6,0.31267376973365824,0.8318196702937638
foundry/gpt-5.6-terra,read-known-value,cards,gap-96,delimitation_error,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.6-terra,read-known-value,cards,gap-96,content_exact,8,10,0.8,0.49016247153664183,0.9433178485456247
foundry/gpt-5.6-terra,read-known-value,cards,gap-96,exact_match,8,10,0.8,0.49016247153664183,0.9433178485456247
foundry/gpt-5.6-terra,read-known-value,cards,gap-96,no_answer,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.6-terra,read-known-value,cards,gap-96,target_token_in_candidate,8,10,0.8,0.49016247153664183,0.9433178485456247
foundry/gpt-5.6-terra,read-known-value,cards,gap-96,marker_in_candidate,1,10,0.1,0.017876213095072896,0.4041500267952385
foundry/gpt-5.6-terra,read-known-value,cards,labeled,delimitation_error,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.6-terra,read-known-value,cards,labeled,content_exact,10,10,1.0,0.7224672001371107,0.9999999999999999
foundry/gpt-5.6-terra,read-known-value,cards,labeled,exact_match,10,10,1.0,0.7224672001371107,0.9999999999999999
foundry/gpt-5.6-terra,read-known-value,cards,labeled,no_answer,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.6-terra,read-known-value,cards,labeled,target_token_in_candidate,10,10,1.0,0.7224672001371107,0.9999999999999999
foundry/gpt-5.6-terra,read-known-value,cards,labeled,marker_in_candidate,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.6-terra,read-known-value,form,gap-8,delimitation_error,7,10,0.7,0.39677814746114537,0.8922087325936989
foundry/gpt-5.6-terra,read-known-value,form,gap-8,content_exact,2,10,0.2,0.05668215145437519,0.5098375284633583
foundry/gpt-5.6-terra,read-known-value,form,gap-8,exact_match,2,10,0.2,0.05668215145437519,0.5098375284633583
foundry/gpt-5.6-terra,read-known-value,form,gap-8,no_answer,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.6-terra,read-known-value,form,gap-8,target_token_in_candidate,9,10,0.9,0.5958499732047615,0.9821237869049271
foundry/gpt-5.6-terra,read-known-value,form,gap-8,marker_in_candidate,7,10,0.7,0.39677814746114537,0.8922087325936989
foundry/gpt-5.6-terra,read-known-value,form,gap-96,delimitation_error,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.6-terra,read-known-value,form,gap-96,content_exact,9,10,0.9,0.5958499732047615,0.9821237869049271
foundry/gpt-5.6-terra,read-known-value,form,gap-96,exact_match,9,10,0.9,0.5958499732047615,0.9821237869049271
foundry/gpt-5.6-terra,read-known-value,form,gap-96,no_answer,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.6-terra,read-known-value,form,gap-96,target_token_in_candidate,9,10,0.9,0.5958499732047615,0.9821237869049271
foundry/gpt-5.6-terra,read-known-value,form,gap-96,marker_in_candidate,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.6-terra,read-known-value,form,labeled,delimitation_error,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.6-terra,read-known-value,form,labeled,content_exact,9,10,0.9,0.5958499732047615,0.9821237869049271
foundry/gpt-5.6-terra,read-known-value,form,labeled,exact_match,9,10,0.9,0.5958499732047615,0.9821237869049271
foundry/gpt-5.6-terra,read-known-value,form,labeled,no_answer,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.6-terra,read-known-value,form,labeled,target_token_in_candidate,9,10,0.9,0.5958499732047615,0.9821237869049271
foundry/gpt-5.6-terra,read-known-value,form,labeled,marker_in_candidate,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.6-terra,read-known-value,table,gap-8,delimitation_error,10,10,1.0,0.7224672001371107,0.9999999999999999
foundry/gpt-5.6-terra,read-known-value,table,gap-8,content_exact,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.6-terra,read-known-value,table,gap-8,exact_match,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.6-terra,read-known-value,table,gap-8,no_answer,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.6-terra,read-known-value,table,gap-8,target_token_in_candidate,10,10,1.0,0.7224672001371107,0.9999999999999999
foundry/gpt-5.6-terra,read-known-value,table,gap-8,marker_in_candidate,7,10,0.7,0.39677814746114537,0.8922087325936989
foundry/gpt-5.6-terra,read-known-value,table,gap-96,delimitation_error,2,10,0.2,0.05668215145437519,0.5098375284633583
foundry/gpt-5.6-terra,read-known-value,table,gap-96,content_exact,7,10,0.7,0.39677814746114537,0.8922087325936989
foundry/gpt-5.6-terra,read-known-value,table,gap-96,exact_match,7,10,0.7,0.39677814746114537,0.8922087325936989
foundry/gpt-5.6-terra,read-known-value,table,gap-96,no_answer,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.6-terra,read-known-value,table,gap-96,target_token_in_candidate,9,10,0.9,0.5958499732047615,0.9821237869049271
foundry/gpt-5.6-terra,read-known-value,table,gap-96,marker_in_candidate,1,10,0.1,0.017876213095072896,0.4041500267952385
foundry/gpt-5.6-terra,read-known-value,table,labeled,delimitation_error,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.6-terra,read-known-value,table,labeled,content_exact,10,10,1.0,0.7224672001371107,0.9999999999999999
foundry/gpt-5.6-terra,read-known-value,table,labeled,exact_match,10,10,1.0,0.7224672001371107,0.9999999999999999
foundry/gpt-5.6-terra,read-known-value,table,labeled,no_answer,0,10,0.0,0.0,0.2775327998628892
foundry/gpt-5.6-terra,read-known-value,table,labeled,target_token_in_candidate,10,10,1.0,0.7224672001371107,0.9999999999999999
foundry/gpt-5.6-terra,read-known-value,table,labeled,marker_in_candidate,0,10,0.0,0.0,0.2775327998628892
